p,d,k,l
644933,6,1,2
645041,6,1,3
645083,6,1,2
645149,6,1,2
645233,6,1,2
645329,6,1,2
645503,6,1,2
645581,6,1,2
645611,6,1,2
645941,6,1,3
646169,6,1,3
646193,6,1,2
646421,6,1,2
646619,6,1,2
646643,6,1,2
646823,6,1,2
646991,6,1,3
647099,6,1,2
647579,6,1,2
647609,6,1,3
647693,6,1,2
647723,6,1,2
647771,6,1,2
647891,6,1,2
648029,6,1,3
648293,6,1,2
648449,6,1,2
648509,6,1,2
648803,6,1,2
648863,6,1,2
649361,6,1,2
649529,6,1,3
649613,6,1,2
649661,6,1,2
649871,6,1,2
650099,6,1,2
650183,6,1,2
650291,6,1,3
650483,6,1,2
650549,6,1,2
650609,6,1,2
651191,6,1,2
651221,6,1,3
651281,6,1,2
651323,6,1,2
651401,6,1,2
651641,6,1,2
651869,6,1,2
652121,6,1,2
652343,6,1,2
652493,6,1,2
652871,6,1,3
653111,6,1,2
653561,6,1,2
653651,6,1,3
653963,6,1,2
654149,6,1,3
654161,6,1,2
654191,6,1,3
654233,6,1,2
654323,6,1,2
654539,6,1,2
654779,6,1,2
655043,6,1,2
655181,6,1,2
655289,6,1,4
655379,6,1,2
655643,6,1,2
655883,6,1,2
655961,6,1,3
656039,6,1,2
656171,6,1,2
656273,6,1,2
656291,6,1,2
656333,6,1,2
656423,6,1,2
656483,6,1,2
656609,6,1,2
656681,6,1,3
656783,6,1,2
656993,6,1,2
657071,6,1,2
657089,6,1,3
657269,6,1,2
657281,6,1,3
657383,6,1,2
657743,6,1,2
657911,6,1,3
657983,6,1,2
658139,6,1,2
658253,6,1,2
658319,6,1,2
658349,6,1,5
658613,6,1,2
658649,6,1,2
658841,6,1,2
658919,6,1,2
658943,6,1,2
659069,6,1,3
659189,6,1,3
659231,6,1,2
659783,6,1,2
659843,6,1,2
660053,6,1,2
660503,6,1,2
660659,6,1,3
660923,6,1,2
661109,6,1,2
661253,6,1,2
661373,6,1,2
661421,6,1,2
661481,6,1,3
661553,6,1,2
661889,6,1,4
661949,6,1,2
661961,6,1,3
662003,6,1,2
662111,6,1,2
662309,6,1,2
662339,6,1,2
662531,6,1,3
662591,6,1,2
662771,6,1,2
662789,6,1,2
662951,6,1,3
663191,6,1,2
663209,6,1,2
663599,6,1,2
663713,6,1,2
664043,6,1,2
664091,6,1,2
664109,6,1,2
664193,6,1,2
664253,6,1,2
664403,6,1,2
664421,6,1,3
664571,6,1,3
664679,6,1,2
664739,6,1,2
664799,6,1,2
664949,6,1,2
665051,6,1,2
665111,6,1,3
665279,6,1,3
665429,6,1,2
665603,6,1,2
665783,6,1,2
665789,6,1,3
665993,6,1,2
666023,6,1,2
666233,6,1,2
666773,6,1,2
666959,6,1,2
666983,6,1,2
667181,6,1,3
667211,6,1,2
667643,6,1,2
667781,6,1,2
667949,6,1,2
668009,6,1,3
668051,6,1,2
668093,6,1,2
668243,6,1,2
668273,6,1,2
668471,6,1,2
668513,6,1,2
668579,6,1,3
668813,6,1,2
669401,6,1,3
669611,6,1,3
670193,6,1,2
670223,6,1,2
670343,6,1,2
670511,6,1,2
670583,6,1,2
670853,6,1,2
670919,6,1,3
670931,6,1,3
670991,6,1,2
671003,6,1,2
671039,6,1,2
671081,6,1,2
671123,6,1,2
671141,6,1,2
671189,6,1,2
671201,6,1,3
671249,6,1,5
671369,6,1,2
671501,6,1,3
671591,6,1,2
671609,6,1,2
671981,6,1,2
672251,6,1,3
672323,6,1,2
672473,6,1,2
672779,6,1,3
673019,6,1,2
673091,6,1,3
673121,6,1,2
673223,6,1,2
673241,6,1,2
673499,6,1,2
673643,6,1,2
673793,6,1,2
673811,6,1,2
674123,6,1,2
674189,6,1,2
674273,6,1,2
674363,6,1,2
674501,6,1,2
674603,6,1,2
674669,6,1,3
674711,6,1,3
674903,6,1,2
675029,6,1,3
675539,6,1,4
675959,6,1,2
676061,6,1,2
676103,6,1,2
676391,6,1,2
676493,6,1,2
676589,6,1,2
676883,6,1,2
676919,6,1,2
676943,6,1,2
677021,6,1,2
677471,6,1,3
677531,6,1,2
677639,6,1,2
677681,6,1,2
678299,6,1,2
678329,6,1,2
678371,6,1,2
678581,6,1,2
678731,6,1,2
678773,6,1,2
678809,6,1,2
678941,6,1,2
678959,6,1,2
679229,6,1,2
679319,6,1,2
679403,6,1,2
679463,6,1,2
679733,6,1,2
679781,6,1,2
679823,6,1,2
679859,6,1,2
680129,6,1,2
680159,6,1,2
680681,6,1,2
681221,6,1,2
681773,6,1,2
681839,6,1,4
682151,6,1,2
682373,6,1,2
682673,6,1,2
682733,6,1,2
682751,6,1,2
683381,6,1,2
683453,6,1,2
683471,6,1,2
683489,6,1,2
683513,6,1,2
683759,6,1,2
683789,6,1,2
683843,6,1,2
683909,6,1,2
684221,6,1,2
684329,6,1,2
684419,6,1,2
684569,6,1,3
684713,6,1,2
684809,6,1,3
685031,6,1,2
685109,6,1,2
685361,6,1,2
685493,6,1,2
685631,6,1,2
685781,6,1,2
685973,6,1,2
686039,6,1,2
686051,6,1,2
686201,6,1,2
686333,6,1,2
686363,6,1,2
686513,6,1,2
687041,6,1,3
687341,6,1,2
687359,6,1,2
687413,6,1,2
687443,6,1,2
687521,6,1,2
687551,6,1,2
687773,6,1,2
687839,6,1,2
688073,6,1,2
688223,6,1,2
688511,6,1,3
688679,6,1,2
689033,6,1,2
689081,6,1,2
689093,6,1,2
689219,6,1,2
689411,6,1,2
689603,6,1,2
689693,6,1,2
689723,6,1,2
689789,6,1,2
689831,6,1,2
690281,6,1,2
690491,6,1,2
690719,6,1,2
690869,6,1,2
690929,6,1,2
690953,6,1,2
691079,6,1,2
691121,6,1,2
691409,6,1,2
691499,6,1,2
691661,6,1,2
691739,6,1,2
691829,6,1,3
691871,6,1,2
691973,6,1,2
691979,6,1,2
691991,6,1,2
692249,6,1,2
692309,6,1,2
692423,6,1,2
692459,6,1,2
692591,6,1,3
692651,6,1,2
692663,6,1,2
692729,6,1,2
692753,6,1,2
693041,6,1,2
693089,6,1,2
693431,6,1,2
693503,6,1,2
693629,6,1,2
693683,6,1,2
693701,6,1,2
694091,6,1,2
694313,6,1,2
694409,6,1,2
694481,6,1,2
694541,6,1,2
695021,6,1,2
695099,6,1,3
695141,6,1,2
695171,6,1,2
695309,6,1,2
695603,6,1,2
696263,6,1,2
696491,6,1,2
696809,6,1,2
696989,6,1,2
697013,6,1,2
697211,6,1,2
697373,6,1,2
697523,6,1,2
697583,6,1,2
697673,6,1,2
697733,6,1,2
698051,6,1,2
698111,6,1,2
698261,6,1,2
698273,6,1,2
698339,6,1,4
698531,6,1,2
698543,6,1,2
698669,6,1,2
698723,6,1,2
698891,6,1,3
699053,6,1,2
699113,6,1,2
699299,6,1,2
699641,6,1,2
699719,6,1,2
699791,6,1,2
700079,6,1,2
700211,6,1,2
700643,6,1,2
700811,6,1,2
700883,6,1,2
701009,6,1,2
701219,6,1,2
701399,6,1,2
701579,6,1,2
701699,6,1,2
701903,6,1,2
701951,6,1,2
701969,6,1,3
702239,6,1,3
702269,6,1,2
702503,6,1,2
702623,6,1,2
702671,6,1,2
702683,6,1,2
702701,6,1,2
702893,6,1,2
703193,6,1,2
703229,6,1,3
703463,6,1,2
703691,6,1,2
703733,6,1,2
704003,6,1,2
704183,6,1,2
704309,6,1,4
704393,6,1,2
704579,6,1,2
704603,6,1,2
704663,6,1,2
704771,6,1,2
704999,6,1,2
705011,6,1,2
705119,6,1,3
705293,6,1,2
705461,6,1,2
705521,6,1,2
705713,6,1,2
705779,6,1,2
705833,6,1,2
705863,6,1,2
705989,6,1,2
706109,6,1,3
706301,6,1,2
706763,6,1,2
706913,6,1,2
707153,6,1,2
707159,6,1,2
707669,6,1,2
707753,6,1,2
708023,6,1,2
708293,6,1,2
708839,6,1,2
708989,6,1,2
709211,6,1,2
709283,6,1,2
709433,6,1,2
709589,6,1,4
709679,6,1,2
709913,6,1,2
710441,6,1,3
710459,6,1,2
710483,6,1,2
710513,6,1,2
710519,6,1,2
710621,6,1,3
710813,6,1,2
710873,6,1,2
710933,6,1,2
711143,6,1,2
711209,6,1,2
711299,6,1,2
711563,6,1,2
711629,6,1,2
711653,6,1,2
711701,6,1,2
711731,6,1,2
711983,6,1,2
712199,6,1,4
712301,6,1,3
713021,6,1,2
713171,6,1,2
713183,6,1,2
713189,6,1,2
713309,6,1,2
713351,6,1,2
713831,6,1,2
713873,6,1,2
713939,6,1,2
713981,6,1,3
714443,6,1,2
714809,6,1,2
714881,6,1,2
714971,6,1,2
715031,6,1,2
715301,6,1,2
715439,6,1,2
715523,6,1,2
715889,6,1,3
715961,6,1,2
716279,6,1,2
716291,6,1,2
716351,6,1,2
716399,6,1,2
716861,6,1,2
716951,6,1,3
717011,6,1,2
717191,6,1,2
717413,6,1,2
717443,6,1,2
717539,6,1,2
717551,6,1,2
717581,6,1,2
717653,6,1,2
717803,6,1,2
718043,6,1,2
718169,6,1,2
718433,6,1,2
718661,6,1,3
718871,6,1,2
719189,6,1,3
719333,6,1,2
719441,6,1,2
719573,6,1,2
719633,6,1,2
719639,6,1,2
719723,6,1,2
719951,6,1,2
720053,6,1,2
720059,6,1,3
720101,6,1,3
720221,6,1,3
720311,6,1,2
720491,6,1,2
720683,6,1,2
721043,6,1,2
721079,6,1,3
721139,6,1,3
721163,6,1,2
721229,6,1,3
721529,6,1,2
721793,6,1,2
721859,6,1,3
722093,6,1,2
722411,6,1,2
722489,6,1,2
722783,6,1,2
722849,6,1,2
723029,6,1,3
723113,6,1,2
723119,6,1,2
723161,6,1,2
723293,6,1,2
723623,6,1,2
723791,6,1,2
724001,6,1,2
724211,6,1,3
724331,6,1,2
724583,6,1,2
724721,6,1,2
724781,6,1,2
724991,6,1,2
725009,6,1,5
725099,6,1,3
725423,6,1,2
725519,6,1,2
725801,6,1,3
726023,6,1,2
726101,6,1,2
726149,6,1,3
726191,6,1,3
726371,6,1,2
726413,6,1,2
726419,6,1,2
726431,6,1,2
726521,6,1,2
726611,6,1,2
726923,6,1,2
726941,6,1,3
727049,6,1,2
727169,6,1,3
727613,6,1,2
727691,6,1,2
727763,6,1,2
727781,6,1,2
727799,6,1,2
728333,6,1,2
728369,6,1,2
728471,6,1,2
728573,6,1,2
728681,6,1,2
728729,6,1,2
728831,6,1,3
728891,6,1,2
729329,6,1,2
729713,6,1,2
729719,6,1,2
729791,6,1,2
730049,6,1,2
730253,6,1,2
730283,6,1,2
730451,6,1,2
730589,6,1,2
730679,6,1,2
730781,6,1,3
730799,6,1,3
730811,6,1,3
731183,6,1,2
731201,6,1,2
731261,6,1,2
731369,6,1,2
731651,6,1,2
731729,6,1,4
731999,6,1,2
732191,6,1,2
732233,6,1,2
732449,6,1,2
732509,6,1,2
732533,6,1,2
732713,6,1,2
732761,6,1,2
732863,6,1,2
732911,6,1,3
732923,6,1,2
732971,6,1,2
733283,6,1,2
733301,6,1,2
733373,6,1,2
733391,6,1,2
733919,6,1,2
734273,6,1,2
734543,6,1,2
734759,6,1,3
734771,6,1,3
734813,6,1,2
735209,6,1,2
735341,6,1,2
735419,6,1,2
735473,6,1,2
735491,6,1,2
735653,6,1,2
735809,6,1,2
735953,6,1,2
736511,6,1,2
736691,6,1,2
736721,6,1,2
736871,6,1,3
737039,6,1,3
737129,6,1,2
737279,6,1,3
737351,6,1,2
737501,6,1,2
737573,6,1,2
737843,6,1,2
737921,6,1,3
738011,6,1,2
738401,6,1,2
738443,6,1,2
738791,6,1,3
738851,6,1,2
738953,6,1,2
738989,6,1,2
739031,6,1,2
739061,6,1,2
739103,6,1,2
739331,6,1,3
739379,6,1,2
739493,6,1,2
739523,6,1,2
739631,6,1,2
739943,6,1,2
740189,6,1,3
740321,6,1,2
740513,6,1,2
740549,6,1,2
740693,6,1,2
740801,6,1,2
740891,6,1,3
741011,6,1,2
741131,6,1,3
741413,6,1,2
741431,6,1,2
741479,6,1,2
741509,6,1,2
741593,6,1,2
741641,6,1,2
741869,6,1,2
741941,6,1,2
742151,6,1,2
742193,6,1,2
742229,6,1,2
742253,6,1,2
742289,6,1,2
742499,6,1,2
742673,6,1,2
743069,6,1,4
743111,6,1,3
743273,6,1,2
743423,6,1,2
743549,6,1,2
743579,6,1,2
743609,6,1,2
743933,6,1,2
744071,6,1,2
744083,6,1,2
744599,6,1,3
744641,6,1,2
744701,6,1,2
744833,6,1,2
745103,6,1,2
745133,6,1,2
745301,6,1,2
745649,6,1,2
745709,6,1,2
745859,6,1,2
745931,6,1,2
745973,6,1,2
746153,6,1,2
746171,6,1,2
746303,6,1,2
746411,6,1,2
746429,6,1,2
746723,6,1,2
746891,6,1,2
746939,6,1,2
746951,6,1,2
746981,6,1,2
747401,6,1,2
747731,6,1,3
747863,6,1,2
748019,6,1,2
748133,6,1,2
748199,6,1,2
748211,6,1,2
748271,6,1,2
748283,6,1,2
748361,6,1,3
748463,6,1,2
748613,6,1,2
748703,6,1,2
748829,6,1,3
749069,6,1,2
749219,6,1,2
750173,6,1,2
750203,6,1,2
750209,6,1,2
750383,6,1,2
750413,6,1,2
750419,6,1,2
750521,6,1,2
750653,6,1,2
750713,6,1,2
750749,6,1,2
750791,6,1,3
750803,6,1,2
750929,6,1,3
751319,6,1,3
751343,6,1,2
751379,6,1,2
751529,6,1,4
751631,6,1,2
751643,6,1,2
751739,6,1,2
751823,6,1,2
751841,6,1,2
752033,6,1,2
752093,6,1,2
752189,6,1,2
752291,6,1,2
752483,6,1,2
752639,6,1,2
752861,6,1,2
753143,6,1,2
753569,6,1,2
753689,6,1,2
753719,6,1,2
753743,6,1,2
753803,6,1,2
754073,6,1,2
754109,6,1,2
754289,6,1,3
754343,6,1,2
754703,6,1,2
754811,6,1,2
754829,6,1,2
754931,6,1,2
754973,6,1,2
755081,6,1,3
755171,6,1,3
755213,6,1,2
755351,6,1,3
755399,6,1,2
755483,6,1,2
755663,6,1,2
755861,6,1,2
756011,6,1,2
756149,6,1,3
756191,6,1,3
756533,6,1,2
756683,6,1,2
756869,6,1,2
757019,6,1,2
757181,6,1,2
757433,6,1,2
757481,6,1,2
757709,6,1,2
757811,6,1,3
758003,6,1,2
758099,6,1,3
758273,6,1,2
758441,6,1,2
758519,6,1,2
758711,6,1,2
758753,6,1,2
758783,6,1,2
758819,6,1,2
758963,6,1,2
758969,6,1,2
759131,6,1,2
759179,6,1,2
759371,6,1,2
759431,6,1,2
759581,6,1,2
759641,6,1,2
759719,6,1,2
759833,6,1,2
759953,6,1,2
760079,6,1,2
760169,6,1,2
760211,6,1,2
760241,6,1,3
760289,6,1,2
760373,6,1,2
760901,6,1,2
761009,6,1,2
761213,6,1,2
761363,6,1,2
761399,6,1,3
761531,6,1,2
761543,6,1,2
761669,6,1,2
761993,6,1,2
762893,6,1,2
763043,6,1,2
763403,6,1,2
763523,6,1,2
763601,6,1,2
763649,6,1,2
763673,6,1,2
763901,6,1,2
763943,6,1,2
764051,6,1,2
764111,6,1,2
764321,6,1,2
764399,6,1,2
764903,6,1,2
765389,6,1,2
765749,6,1,3
766091,6,1,3
766163,6,1,2
766301,6,1,2
766313,6,1,2
766361,6,1,2
766541,6,1,2
766553,6,1,2
766721,6,1,2
766763,6,1,2
767051,6,1,2
767111,6,1,2
767489,6,1,3
767681,6,1,2
767729,6,1,2
767831,6,1,2
768041,6,1,2
768263,6,1,2
768329,6,1,2
768359,6,1,2
768419,6,1,2
768479,6,1,3
768503,6,1,2
768623,6,1,2
768923,6,1,2
768941,6,1,2
768983,6,1,2
769019,6,1,2
769259,6,1,2
769469,6,1,2
769673,6,1,2
769733,6,1,2
769739,6,1,2
769781,6,1,2
769943,6,1,2
770039,6,1,3
770111,6,1,2
770183,6,1,2
770309,6,1,2
770639,6,1,2
770909,6,1,2
770981,6,1,2
770993,6,1,2
771299,6,1,2
771503,6,1,2
771509,6,1,2
771629,6,1,2
772001,6,1,2
772181,6,1,2
772451,6,1,2
772493,6,1,2
772571,6,1,3
772619,6,1,2
772991,6,1,2
773231,6,1,2
773249,6,1,2
773273,6,1,2
773453,6,1,2
773603,6,1,2
773939,6,1,3
774071,6,1,3
774173,6,1,2
774491,6,1,2
774773,6,1,2
775121,6,1,2
775163,6,1,2
775193,6,1,2
775553,6,1,2
775601,6,1,2
775739,6,1,2
775811,6,1,2
775823,6,1,2
775949,6,1,5
776003,6,1,2
776183,6,1,2
776201,6,1,2
776753,6,1,2
776861,6,1,2
777041,6,1,2
777173,6,1,2
777191,6,1,2
777209,6,1,3
777389,6,1,2
777431,6,1,2
777671,6,1,2
777761,6,1,2
777839,6,1,2
777863,6,1,2
778163,6,1,2
778559,6,1,2
778643,6,1,2
778709,6,1,2
779039,6,1,3
779111,6,1,3
779489,6,1,2
779561,6,1,2
779591,6,1,2
779699,6,1,2
779879,6,1,2
779939,6,1,3
779981,6,1,2
780029,6,1,2
780119,6,1,2
780371,6,1,3
780683,6,1,2
780803,6,1,2
781043,6,1,2
781139,6,1,2
781211,6,1,2
781271,6,1,2
781283,6,1,2
781433,6,1,2
781523,6,1,2
781559,6,1,3
781619,6,1,2
781733,6,1,2
781799,6,1,2
781853,6,1,2
782003,6,1,2
782189,6,1,2
782339,6,1,2
782993,6,1,2
783089,6,1,2
783119,6,1,2
783131,6,1,2
783329,6,1,2
783413,6,1,2
783533,6,1,2
783743,6,1,2
783749,6,1,2
783803,6,1,2
784061,6,1,2
784103,6,1,2
784211,6,1,2
784229,6,1,2
784463,6,1,2
784799,6,1,2
784919,6,1,2
784961,6,1,3
785003,6,1,2
785033,6,1,2
785159,6,1,3
785303,6,1,2
785423,6,1,2
785483,6,1,2
785591,6,1,2
785693,6,1,2
785903,6,1,2
786179,6,1,2
786833,6,1,2
787079,6,1,2
787289,6,1,2
787469,6,1,2
787541,6,1,3
787823,6,1,2
787883,6,1,2
788351,6,1,3
788549,6,1,2
788789,6,1,2
788849,6,1,2
788993,6,1,2
788999,6,1,2
789149,6,1,3
789389,6,1,2
789419,6,1,2
789671,6,1,2
789683,6,1,2
789851,6,1,2
789941,6,1,2
790043,6,1,2
790169,6,1,2
790241,6,1,2
790379,6,1,3
790649,6,1,2
790739,6,1,2
790871,6,1,3
791009,6,1,2
791159,6,1,2
791291,6,1,2
791519,6,1,2
791933,6,1,2
792023,6,1,2
792041,6,1,3
792101,6,1,2
792371,6,1,2
792383,6,1,2
792413,6,1,2
792479,6,1,3
792563,6,1,2
792713,6,1,2
792881,6,1,2
792983,6,1,2
793841,6,1,2
793979,6,1,2
794009,6,1,2
794693,6,1,2
794831,6,1,2
795023,6,1,2
795101,6,1,3
795233,6,1,2
795551,6,1,2
795941,6,1,3
796091,6,1,3
796121,6,1,2
796193,6,1,2
796583,6,1,2
796619,6,1,2
796769,6,1,2
796871,6,1,2
797063,6,1,2
797201,6,1,3
797633,6,1,2
798023,6,1,2
798173,6,1,2
798191,6,1,2
798251,6,1,2
798263,6,1,2
798383,6,1,2
798533,6,1,2
798569,6,1,2
798911,6,1,2
799091,6,1,2
799223,6,1,2
799481,6,1,2
799523,6,1,2
799853,6,1,2
800171,6,1,2
800483,6,1,2
800573,6,1,2
800711,6,1,2
800729,6,1,2
801539,6,1,2
801569,6,1,2
801701,6,1,2
801959,6,1,2
802073,6,1,2
802121,6,1,2
802283,6,1,2
802523,6,1,2
802643,6,1,2
802649,6,1,2
802661,6,1,2
802709,6,1,2
802793,6,1,2
803189,6,1,2
803273,6,1,2
803483,6,1,2
803501,6,1,3
803591,6,1,2
803849,6,1,2
804113,6,1,2
804119,6,1,2
804161,6,1,2
804179,6,1,2
804239,6,1,2
804371,6,1,2
804521,6,1,2
804581,6,1,2
804761,6,1,2
804833,6,1,2
805061,6,1,2
805289,6,1,2
805313,6,1,2
805463,6,1,2
805853,6,1,2
806009,6,1,2
806111,6,1,3
806153,6,1,2
806159,6,1,2
806213,6,1,2
806363,6,1,2
806381,6,1,2
806549,6,1,2
806639,6,1,2
807011,6,1,3
807221,6,1,3
807473,6,1,2
807539,6,1,2
807749,6,1,4
807869,6,1,2
807923,6,1,2
808019,6,1,2
808343,6,1,2
808361,6,1,2
808481,6,1,2
808523,6,1,2
808721,6,1,3
808751,6,1,3
808961,6,1,2
809093,6,1,2
809309,6,1,2
809339,6,1,2
809579,6,1,2
809603,6,1,2
809801,6,1,2
809843,6,1,2
809993,6,1,2
810053,6,1,2
810269,6,1,2
810401,6,1,2
810443,6,1,2
810539,6,1,5
810581,6,1,2
810791,6,1,2
810809,6,1,6
810839,6,1,2
810989,6,1,2
811241,6,1,2
811493,6,1,2
811511,6,1,2
811523,6,1,2
811553,6,1,2
811649,6,1,2
811799,6,1,3
811931,6,1,2
812849,6,1,5
812921,6,1,2
812939,6,1,2
812963,6,1,2
813023,6,1,2
813041,6,1,2
813251,6,1,2
813401,6,1,2
813443,6,1,2
813503,6,1,2
813623,6,1,2
813863,6,1,2
813971,6,1,2
814031,6,1,2
814139,6,1,2
814193,6,1,2
814493,6,1,2
814559,6,1,2
814601,6,1,2
814799,6,1,3
814823,6,1,2
814883,6,1,2
814949,6,1,3
814991,6,1,2
815063,6,1,2
815123,6,1,2
815231,6,1,2
815273,6,1,2
815459,6,1,2
815471,6,1,2
815621,6,1,2
815681,6,1,2
815819,6,1,2
815891,6,1,2
815939,6,1,2
816113,6,1,2
816191,6,1,2
816239,6,1,2
816443,6,1,2
816521,6,1,2
816593,6,1,2
816779,6,1,2
816839,6,1,2
816911,6,1,3
817013,6,1,2
817049,6,1,2
817409,6,1,3
817913,6,1,2
818021,6,1,2
818171,6,1,2
818189,6,1,2
818231,6,1,2
818309,6,1,3
818393,6,1,2
818621,6,1,2
818819,6,1,2
818963,6,1,2
819029,6,1,2
819083,6,1,2
819173,6,1,2
819449,6,1,2
819473,6,1,2
819491,6,1,2
819509,6,1,5
819653,6,1,2
819911,6,1,2
820073,6,1,2
820133,6,1,2
820223,6,1,2
820331,6,1,2
820409,6,1,2
820679,6,1,2
820793,6,1,2
821039,6,1,2
821459,6,1,3
821519,6,1,2
821819,6,1,2
821993,6,1,2
822683,6,1,2
822743,6,1,2
822803,6,1,2
822821,6,1,2
822989,6,1,2
823271,6,1,2
823373,6,1,2
823451,6,1,2
823541,6,1,2
823703,6,1,2
823799,6,1,3
824189,6,1,2
824459,6,1,2
824501,6,1,3
824651,6,1,2
824753,6,1,2
825029,6,1,2
825131,6,1,2
825281,6,1,2
825329,6,1,2
825479,6,1,3
825491,6,1,2
825509,6,1,2
825689,6,1,2
825971,6,1,2
826019,6,1,3
826271,6,1,2
826313,6,1,2
826541,6,1,2
826583,6,1,2
826613,6,1,2
826673,6,1,2
826799,6,1,2
826811,6,1,2
826883,6,1,2
826979,6,1,2
827009,6,1,2
827063,6,1,2
827213,6,1,2
827369,6,1,2
827429,6,1,2
827549,6,1,2
827639,6,1,2
827741,6,1,2
827903,6,1,2
827969,6,1,2
828059,6,1,2
828101,6,1,2
828449,6,1,2
828731,6,1,2
829121,6,1,3
829193,6,1,2
829463,6,1,2
829721,6,1,2
829841,6,1,2
830003,6,1,2
830051,6,1,2
830099,6,1,2
830279,6,1,3
830363,6,1,2
830561,6,1,2
830579,6,1,2
831191,6,1,2
831431,6,1,2
831731,6,1,2
831851,6,1,3
831881,6,1,2
831983,6,1,2
832451,6,1,2
832493,6,1,2
832631,6,1,3
832763,6,1,2
832883,6,1,2
832913,6,1,2
833009,6,1,3
833201,6,1,3
833309,6,1,2
833363,6,1,2
833711,6,1,2
833873,6,1,2
833933,6,1,2
834059,6,1,3
834149,6,1,2
834269,6,1,2
834341,6,1,2
834611,6,1,2
834629,6,1,2
834941,6,1,2
835001,6,1,2
835319,6,1,2
835391,6,1,2
835673,6,1,2
835721,6,1,3
835973,6,1,2
836189,6,1,2
836243,6,1,2
836861,6,1,3
836873,6,1,2
836879,6,1,2
837293,6,1,2
837503,6,1,2
837731,6,1,2
837923,6,1,2
837929,6,1,2
838133,6,1,2
838391,6,1,2
838583,6,1,2
838769,6,1,2
838853,6,1,2
838889,6,1,2
838949,6,1,2
839369,6,1,3
839441,6,1,2
839633,6,1,2
839801,6,1,2
839903,6,1,2
839981,6,1,3
840083,6,1,2
840179,6,1,4
840491,6,1,2
840839,6,1,2
841079,6,1,2
841103,6,1,2
841283,6,1,2
841751,6,1,2
841859,6,1,2
841889,6,1,2
842063,6,1,2
842111,6,1,2
842141,6,1,2
842339,6,1,2
842351,6,1,2
842489,6,1,3
842519,6,1,2
842729,6,1,3
842771,6,1,2
842813,6,1,2
842879,6,1,3
842981,6,1,2
843371,6,1,2
843779,6,1,2
843833,6,1,2
843911,6,1,2
844061,6,1,2
844121,6,1,3
844139,6,1,4
844163,6,1,2
844289,6,1,2
844463,6,1,2
844631,6,1,3
844643,6,1,2
845021,6,1,2
845363,6,1,2
845441,6,1,3
845753,6,1,2
845879,6,1,3
845921,6,1,2
845969,6,1,3
846341,6,1,2
847079,6,1,2
847103,6,1,2
847163,6,1,2
847361,6,1,2
847673,6,1,2
847919,6,1,2
847949,6,1,2
848273,6,1,2
848429,6,1,2
848489,6,1,3
848531,6,1,2
848579,6,1,2
848933,6,1,2
848993,6,1,2
849083,6,1,2
849533,6,1,2
849773,6,1,2
849833,6,1,2
849839,6,1,4
849869,6,1,2
850043,6,1,2
850049,6,1,2
850133,6,1,2
850211,6,1,3
850301,6,1,2
850403,6,1,2
850529,6,1,2
850631,6,1,3
850823,6,1,2
851159,6,1,2
851261,6,1,2
851321,6,1,2
851633,6,1,2
851723,6,1,2
851813,6,1,2
851843,6,1,2
851891,6,1,2
852011,6,1,2
852101,6,1,3
852149,6,1,3
852563,6,1,2
852569,6,1,2
852623,6,1,2
852833,6,1,2
853031,6,1,3
853241,6,1,2
853283,6,1,2
853733,6,1,2
853823,6,1,2
853889,6,1,2
853949,6,1,2
854033,6,1,2
854039,6,1,2
854123,6,1,2
854141,6,1,2
854303,6,1,2
854351,6,1,2
854621,6,1,2
854849,6,1,2
854999,6,1,2
855089,6,1,2
855131,6,1,2
855143,6,1,2
855191,6,1,2
855203,6,1,2
855269,6,1,4
855461,6,1,2
855521,6,1,2
855581,6,1,2
855713,6,1,2
855821,6,1,2
855983,6,1,2
855989,6,1,2
856133,6,1,2
856169,6,1,3
856799,6,1,2
856841,6,1,3
857201,6,1,3
857249,6,1,2
857273,6,1,2
857333,6,1,2
857459,6,1,2
857903,6,1,2
857963,6,1,2
858029,6,1,2
858101,6,1,2
858311,6,1,2
858503,6,1,2
859109,6,1,3
859223,6,1,2
859361,6,1,2
859373,6,1,2
859433,6,1,2
859601,6,1,2
859619,6,1,2
859679,6,1,2
859823,6,1,2
859973,6,1,2
860309,6,1,2
860351,6,1,2
860393,6,1,2
860399,6,1,2
860423,6,1,2
860501,6,1,2
860663,6,1,2
860753,6,1,2
860789,6,1,3
860819,6,1,2
861221,6,1,2
861293,6,1,2
861299,6,1,3
861491,6,1,2
861743,6,1,2
861761,6,1,2
862013,6,1,2
862181,6,1,2
862241,6,1,2
862289,6,1,2
862331,6,1,2
862409,6,1,2
862541,6,1,2
862769,6,1,3
862973,6,1,2
863393,6,1,2
863909,6,1,2
864491,6,1,3
864551,6,1,3
864641,6,1,2
864911,6,1,2
865043,6,1,2
865103,6,1,2
865253,6,1,2
865499,6,1,2
865643,6,1,2
865769,6,1,2
865829,6,1,4
866231,6,1,2
866399,6,1,3
866639,6,1,3
866759,6,1,3
866819,6,1,3
867011,6,1,2
867413,6,1,2
867959,6,1,2
868151,6,1,2
868229,6,1,2
868379,6,1,2
868529,6,1,2
868739,6,1,2
868799,6,1,2
868943,6,1,2
869021,6,1,3
869153,6,1,2
869369,6,1,2
869399,6,1,2
869471,6,1,2
870059,6,1,2
870773,6,1,2
871289,6,1,3
871571,6,1,2
871589,6,1,2
871679,6,1,2
